           1         116           1           9           9           9           7           7           9           9           9           9           7           7           8           8           9           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           8           9           8        -999        -999        -999        -999        -999        -.50
           1         116           2           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           3           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           4           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           5           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           6           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           7           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           8           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116           9           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         116          10           7           8           7           6           7           9           9           7           7           4           5           8           9           8           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           9           7           6           7           8        -999        -999        -999        -999        -999        -.50
           1         680           1           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           2           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           3           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           4           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           5           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           6           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           7           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           8           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680           9           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1         680          10           7           1           1           6           7           2           1           4           4           3           7           4           4           4           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           2           7           5           3           4        -999        -999        -999        -999        -999        -.50
           1        1045           1           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           2           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           3           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           4           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           5           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           6           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           7           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           8           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045           9           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        1045          10           1           1           1           1        -999           7           7           6           4           4           7           4           3           5           0           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           1           5           1           4        -999        -999        -999        -999        -999        -.50
           1        3185           1           8           7           5           7           7           6           7           6           8           5           6           6           4           7           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           7           6           7           6        -999        -999        -999        -999        -999        -.50
           1        3185           2           8           7           5           7           7           6           7           6           8           5           6           6           4           7           1           0        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999        -999           7           7           6           7           6        -999        -999        -999        -999        -999        -.50
